site_id,sheet,collected,max_to_collect,source,exact_or_lowerbound,gap,health,observed_pdf_rate,projected_pdf_count,projected_storage_gb,corrected_max,correction_source,n_corroborating,confidence,corrected_storage_gb
niams-nih-gov-newsroom,American Research Institutes,15,15,count_crawl,exact,0,,0.0,9,0.05,32,exact_probe.csv,1,single_source,0.11
nibib-nih-gov-news-events,American Research Institutes,39,39,count_crawl,exact,0,,0.0,0,0.0,39,capacity_final.csv,6,unchanged,0.0
nibio-no-en,Norway Research Centers,219,80,count_crawl,exact,-139,,0.0137,1,0.0,80,capacity_final.csv,2,unchanged,0.0
nichd-nih-gov-newsroom,American Research Institutes,329,94,count_timeout,lower_bound,-235,,0.0304,3,0.01,508,count_only_c_full.csv,1,single_source,0.05
nida-nih-gov-news-events,American Research Institutes,46,46,count_crawl,exact,0,,0.1087,5,0.0,46,capacity_final.csv,6,unchanged,0.0
nida-nih-gov-research-topics,American Research Institutes,29,,,unmeasured,,fetch_fail,0.0,,,29,count_only_totals.csv,3,corroborated,0.09
nidcd-nih-gov-news,American Research Institutes,203,4,count_timeout,lower_bound,-199,,0.0,0,0.0,5,html_only_ALL.csv,6,corroborated,0.0
nidcd-nih-gov-order,American Research Institutes,90,,,unmeasured,,fetch_fail,0.9111,,,5,count_only_c_full.csv,1,single_source,0.01
nidcr-nih-gov-news-events,American Research Institutes,87,88,count_crawl,exact,1,,0.0,0,0.0,88,capacity_final.csv,6,unchanged,0.0
niddk-nih-gov-news,American Research Institutes,124,1,count_timeout,lower_bound,-123,,0.0081,0,0.0,99,count_only_c_full.csv,9,corroborated,0.0
nidi-nl-en,Dutch Research Centers,285,18,count_timeout,lower_bound,-267,,0.8526,15,0.02,329,count_only_c_full.csv,1,single_source,0.37
niehs-nih-gov-newsreleases,American Research Institutes,40,40,count_crawl,exact,0,,0.0,0,0.0,40,capacity_final.csv,6,unchanged,0.0
nifu-no-en,Norway Research Centers,363,218,count_timeout,lower_bound,-145,,0.0,0,0.0,347,count_only_c_full.csv,1,single_source,0.0
nigms-nih-gov-news,American Research Institutes,21,21,count_crawl,exact,0,,0.0,0,0.0,21,capacity_final.csv,6,unchanged,0.0
nih-gov-news-events,American Research Institutes,409,,,unmeasured,,fetch_fail,0.0,,,0,count_only_c_full.csv,0,single_source,0.0
nih-gov-press-room,American Research Institutes,449,,,unmeasured,,fetch_fail,0.0223,,,0,count_only_c_full.csv,0,single_source,0.0
nikhef-nl-pub,Dutch Research Centers,26,4,count_crawl,exact,-22,,1.0,4,0.0,4,capacity_final.csv,6,unchanged,0.0
nim-ac-cn-taxonomy,중국 완료,34,34,count_crawl,exact,0,,0.0,0,0.0,772,exact_probe.csv,1,single_source,0.0
nimh-nih-gov-news,American Research Institutes,492,90,count_timeout,lower_bound,-402,,0.0,0,0.0,700,count_only_c_full.csv,1,single_source,0.0
nimhd-nih-gov-news-events,American Research Institutes,13,13,count_crawl,exact,0,,0.0,8,0.04,13,capacity_final.csv,11,unchanged,0.04
nin-nl-publications,Dutch Research Centers,471,289,count_timeout,lower_bound,-182,,0.7155,207,0.87,4022,big_totals.csv,2,corroborated,12.11
nina-no-english,Norway Research Centers,36,180,api_html_count_regex,exact,144,,0.5833,105,0.36,180,capacity_final.csv,2,unchanged,0.36
ninds-nih-gov-news-events,American Research Institutes,253,,,unmeasured,,fetch_fail,0.0,,,73,count_only_c_full.csv,5,corroborated,0.22
ninds-nih-gov-publications,American Research Institutes,71,70,count_crawl,exact,-1,,1.0,70,0.17,70,capacity_final.csv,10,unchanged,0.17
nioo-knaw-nl-en,Dutch Research Centers,75,75,count_crawl,exact,0,,0.0,0,0.0,75,capacity_final.csv,6,unchanged,0.0
nisra-gov-uk-publications,영국완료,522,417,count_timeout,lower_bound,-105,,0.3793,158,0.08,3239,big_totals.csv,2,corroborated,0.62
nist-gov-publications,American Research Institutes,478,337,count_timeout,lower_bound,-141,,0.5272,178,0.9,803,count_only_c_full.csv,1,single_source,2.14
nistdigitalarchives-contentdm-oclc-org-digital,American Research Institutes,788,24,count_crawl,exact,-764,,1.0,24,0.02,8257,count_only_totalscan.csv,3,corroborated,6.88
nivel-nl-en,Dutch Research Centers,520,379,count_timeout,lower_bound,-141,,0.1577,60,0.11,10000,big_totals.csv,1,single_source,2.9
nkvts-no-english,Norway Research Centers,562,381,count_timeout,lower_bound,-181,,0.0,0,0.0,381,capacity_final.csv,1,unchanged,0.0
nnsa-mee-gov-cn-english,중국 완료,10,10,count_crawl,exact,0,,1.0,6,0.14,10,capacity_final.csv,11,unchanged,0.14
noc-ac-uk-about-us,영국완료,7,,,unmeasured,,zero_parsed,1.0,,,0,count_only_c_full.csv,0,single_source,0.0
noc-ac-uk-publications,영국완료,234,134,count_timeout,lower_bound,-100,,0.906,121,0.88,134,capacity_final.csv,1,unchanged,0.88
nofima-com-publication,Norway Research Centers,200,359,api_wordpress_posts,exact,159,,0.0,0,0.0,359,capacity_final.csv,2,unchanged,0.0
nora-nerc-ac-uk-view,영국완료,596,57936,api_oai_resumption,exact,57340,,0.8993,52104,389.21,57936,capacity_final.csv,3,unchanged,389.21
nordlandsforskning-no-en,Norway Research Centers,304,305,count_timeout,lower_bound,1,,0.0362,11,0.02,396,count_only_c_full.csv,5,corroborated,0.03
nps-or-kr-inforls,한국완료,115,0,count_timeout,lower_bound,-115,,0.0,0,0.0,1088,exact_probe.csv,1,single_source,3.23
nps-or-kr-pnsgdnc,한국완료,182,0,count_timeout,lower_bound,-182,,0.0,0,0.0,138,count_only_c_full.csv,5,corroborated,0.41
nrc-re-kr-boardes,한국완료,470,128,count_timeout,lower_bound,-342,,0.5894,75,0.05,237,count_only_c_full.csv,7,corroborated,0.09
nrscotland-gov-uk-publications,영국완료,359,1275,custom_api,exact,916,,0.663,845,0.43,1275,capacity_final.csv,3,unchanged,0.43
ntp-niehs-nih-gov-publications,American Research Institutes,536,,,unmeasured,,zero_parsed,0.9608,,,749,count_only_c_full.csv,1,single_source,2.22
ntrs-nasa-gov-search,American Research Institutes,6490,646398,big_api,exact,639908,,0.9817,634546,4895.32,646398,capacity_final.csv,1,unchanged,4895.32
nts-go-kr-nts,한국완료,42,1,count_timeout,lower_bound,-41,,1.0,1,0.05,42,count_only_c_full.csv,5,corroborated,2.1
nupi-no-en,Norway Research Centers,28,,,unmeasured,,fetch_fail,0.0,,,29,count_only_c_full.csv,2,corroborated,0.09
nypi-re-kr,한국완료,3,417,count_timeout,lower_bound,414,,0.3333,241,1.02,6304,count_only_c_full.csv,1,single_source,15.42
nypi-re-kr-board,한국완료,150,151,count_crawl,exact,1,,0.0,0,0.0,572,exact_probe.csv,1,single_source,0.0
nzpri-aut-ac-nz-document-library,뉴질랜드완료,7,308,count_crawl,exact,301,,0.0,178,0.98,308,capacity_final.csv,1,unchanged,0.98
oig-treasury-gov-other-reports-testim,USA Executive Departments,1353,1354,count_crawl,lower_bound,1,,1.0,1354,1.69,1354,capacity_final.csv,8,unchanged,1.69
oka-go-kr-web,한국완료,30,,,unmeasured,,fetch_fail,1.0,,,30,count_only_totals.csv,5,corroborated,0.09
olympias-lib-uoi-gr-jspui,Greece Research Centers,400,50014,api_oai_resumption,exact,49614,,0.985,49264,484.02,50014,capacity_final.csv,3,unchanged,484.02
om-mp-be-nl,벨기에완료,239,,,unmeasured,,zero_parsed,0.0042,,,0,count_only_c_full.csv,0,single_source,0.0
onera-fr-fr,French Research Institutes,145,148,count_crawl,exact,3,,0.9862,146,0.03,148,capacity_final.csv,8,unchanged,0.03
ons-gov-uk-search,영국완료,516,,,unmeasured,,fetch_fail,0.0,,,333,html_only_ALL.csv,6,corroborated,0.99
open-science-canada-ca-communities,Canadian Research Centers,272,4400,api_dspace_rest7,exact,4128,,1.0,4400,10.06,4400,capacity_final.csv,2,unchanged,10.06
openaccess-inaf-it,Italy Research centers,513,,,unmeasured,,,0.9318,,,13625,count_only_c_full.csv,2,corroborated,40.43
openaire-eu-os-slovenia,Slovenia Research Centers,28,,,unmeasured,,fetch_fail,0.5714,,,28,count_only_c_full.csv,5,corroborated,0.08
opendata-centralbank-ie-dataset,Irish Research Centers,38,39,count_crawl,exact,1,,0.0,0,0.0,39,capacity_final.csv,8,unchanged,0.0
opendata-dk-search,덴마크완료,70,75,custom_api,exact,5,,0.9857,74,0.23,75,capacity_final.csv,5,unchanged,0.23
opendatacommunities-org-data,영국완료,3,,,unmeasured,,fetch_fail,0.0,,,0,count_only_c_full.csv,0,single_source,0.0
opengov-seoul-go-kr-research,한국완료,344,410,count_timeout,lower_bound,66,,0.9593,393,3.63,2964,count_only_c_full.csv,1,single_source,26.24
openresearch-repository-anu-edu-au-search,호주완료,261,393484,api_dspace_rest7,exact,393223,,0.1494,58796,420.75,393484,capacity_final.csv,5,unchanged,420.75
openscience-si-naprednoiskanjeaspx,Slovenia Research Centers,30,0,count_timeout,lower_bound,-30,,0.0333,0,0.0,20,count_only_c_full.csv,9,corroborated,0.06
opm-go-kr-opm,한국완료,660,404,count_timeout,lower_bound,-256,,0.9818,397,0.1,1130,count_only_c_full.csv,1,single_source,0.28
osr-statisticsauthority-gov-uk-publications-list,영국완료,257,255,api_wordpress_posts,exact,-2,,0.7821,199,0.08,255,capacity_final.csv,2,unchanged,0.08
ostrnrcan-dostrncan-canada-ca-search,Canadian Research Centers,220,198333,custom_api,exact,198113,,0.9773,193825,2241.72,198333,capacity_final.csv,4,unchanged,2241.72
ots-at-pressemappe,오스트리아완료,500,,,unmeasured,,fetch_fail,0.0,,,1561267,exact_probe.csv,1,single_source,4632.53
par-nsf-gov-search,American Research Institutes,2481,5134,big_api,exact,2653,,0.8827,4532,17.16,5134,capacity_final.csv,2,unchanged,17.16
pasteur-fr-en,French Research Institutes,314,2036,custom_api,exact,1722,,0.0096,19,0.03,2036,capacity_final.csv,3,unchanged,0.03
pbc-gov-cn-en,중국 완료,224,224,count_crawl,exact,0,,0.0179,4,0.0,519,exact_probe.csv,1,single_source,0.0
pbl-nl-en,Dutch Research Centers,649,236,count_timeout,lower_bound,-413,,0.6133,145,0.49,1853,count_only_c_full.csv,1,single_source,3.85
pbocri-org-cn-lnzy3html,중국 완료,8,,,unmeasured,,zero_parsed,1.0,,,1,exact_probe.csv,1,single_source,0.0
pbocri-org-cn-xslwhtml,중국 완료,2,2,count_crawl,exact,0,,0.0,1,0.01,2,capacity_final.csv,9,unchanged,0.01
pembina-org-media-releases,Canadian Research Centers,494,5,api_html_count_regex,exact,-489,,0.1377,1,0.0,381,full_survey_totals.csv,1,single_source,0.0
pergamos-lib-uoa-gr-search,Greece Research Centers,500,250523,api_oai_resumption,exact,250023,,0.718,179876,550.73,250523,capacity_final.csv,3,unchanged,550.73
phfscience-nz-digital-library,뉴질랜드완료,501,28,api_html_count_regex,exact,-473,,0.6507,18,0.01,373,full_survey_totals.csv,1,single_source,0.13
phfscience-nz-news-publications,뉴질랜드완료,32,28,api_html_count_regex,exact,-4,,0.0,0,0.0,41,reverify44.csv,1,single_source,0.0
plan-be-nl,벨기에완료,152,275,count_timeout,lower_bound,123,,1.0,275,0.24,275,capacity_final.csv,2,unchanged,0.24
pleanala-ie-en-ie,Irish Research Centers,54,50,count_crawl,exact,-4,,0.7037,35,0.02,50,capacity_final.csv,6,unchanged,0.02
pmc-gov-au-resources,호주완료,129,,,unmeasured,,fetch_fail,0.0,,,0,count_only_c_full.csv,0,single_source,0.0
pnnl-gov-news,American Research Institutes,322,547,api_html_count_regex,exact,225,,0.0,0,0.0,547,capacity_final.csv,3,unchanged,0.0
police-go-kr-user,한국완료,747,481,count_timeout,lower_bound,-266,,1.0,481,0.15,2394,count_only_c_full.csv,1,single_source,0.75
policyalternatives-ca-news-research,Canadian Research Centers,1543,46,count_timeout,lower_bound,-1497,,0.9106,42,0.06,2013,exact_probe.csv,1,single_source,2.63
politie-be-statistieken,벨기에완료,95,95,count_crawl,exact,0,,0.0,0,0.0,95,capacity_final.csv,6,unchanged,0.0
polytechnique-edu-presse,French Public Universities,226,236,count_crawl,exact,10,,0.9336,220,0.07,236,capacity_final.csv,6,unchanged,0.07
polytechnique-hal-science-search,French Public Universities,3103,717,hal_api,exact,-2386,,0.9958,714,2.82,51962,crawler_health_final.csv,2,corroborated,204.37
portaldiplomatico-mne-gov-pt-en,Portugal Ministries,378,318,count_timeout,lower_bound,-60,,0.0635,20,0.01,381,count_only_c_full.csv,1,single_source,0.01
ppforum-ca-press-releases,Canadian Research Centers,42,4,api_wordpress_posts,exact,-38,,0.0,0,0.0,47,full_survey_totals.csv,1,single_source,0.0
pps-go-kr-kor,한국완료,290,291,count_crawl,exact,1,,0.9897,288,0.15,291,capacity_final.csv,6,unchanged,0.15
presse-cnam-fr-communiques,French Public Institutions,36,38,count_crawl,exact,2,,1.0,38,0.0,38,capacity_final.csv,8,unchanged,0.0
presse-curie-fr-section,French Research Institutes,300,205,count_timeout,lower_bound,-95,,0.78,160,0.09,502,count_only_c_full.csv,1,single_source,0.22
presse-economie-gouv-fr,France Ministries,1206,596,count_timeout,lower_bound,-610,,0.0514,31,0.12,3697,count_only_c_full.csv,1,single_source,0.74
prism-go-kr-homepage,한국완료,2900,10521,count_timeout,lower_bound,7621,,0.0,0,0.0,385715,count_only_c_full.csv,3,corroborated,0.0
provenienzforschung-gv-at-empfehlungen-des-bei,오스트리아완료,425,0,count_timeout,lower_bound,-425,,1.0,0,0.0,1,exact_probe.csv,1,single_source,0.0
psi-ch-en,Switzerland Research Centers,405,353,count_timeout,lower_bound,-52,,0.0,0,0.0,407,count_only_c_full.csv,1,single_source,0.0
ptb-de-cms,GER ResearchCenters(Unfinished),8,,,unmeasured,,zero_parsed,1.0,,,8,count_only_c_full.csv,10,corroborated,0.02
publications-idiap-ch-publications,Switzerland Research Centers,231,191,count_timeout,lower_bound,-40,,0.6061,116,0.4,218,count_only_c_full.csv,1,single_source,0.46
publichealthscotland-scot-publications,영국완료,373,626,api_oai_resumption,exact,253,,0.8847,554,0.36,626,capacity_final.csv,2,unchanged,0.36
publicsafety-gc-ca-cnt,Canada Ministries,424,0,count_timeout,lower_bound,-424,,0.0236,0,0.0,3,reverify44.csv,1,single_source,0.01
publicservice-govt-nz-data,뉴질랜드완료,61,61,count_crawl,exact,0,,0.1803,11,0.02,61,capacity_final.csv,10,unchanged,0.02
publicservice-govt-nz-research-and-data,뉴질랜드완료,110,110,count_crawl,exact,0,,0.5545,61,0.03,110,capacity_final.csv,6,unchanged,0.03
publikationen-bundesregierung-de-pp-de,Germany Ministries,112,,,unmeasured,,zero_parsed,0.9732,,,64,count_only_c_full.csv,5,corroborated,0.19
pubs-drdc-rddc-gc-ca-basis,Canadian Research Centers,4040,,,unmeasured,,fetch_fail,0.1002,,,4966,count_only_totals.csv,5,corroborated,14.73
pubs-usgs-gov,American Research Institutes,10,446,count_timeout,lower_bound,436,,0.0,257,1.41,5585,exact_probe.csv,2,corroborated,17.66
pubshop-bmbwf-gv-at-indexphp,오스트리아완료,479,414,count_timeout,lower_bound,-65,,0.8142,337,1.28,635,count_only_c_full.csv,1,single_source,1.96
pure-mpg-de-search,GER ResearchCenters(Unfinished),75,25,count_crawl,exact,-50,,0.36,9,0.01,25,capacity_final.csv,6,unchanged,0.01
rcaanc-cirnac-gc-ca-eng,Canada Ministries,33,33,count_crawl,exact,0,,0.2121,7,0.01,33,capacity_final.csv,11,unchanged,0.01
rda-go-kr-board,한국완료,1020,492,count_timeout,lower_bound,-528,,1.0,492,0.18,1800,count_only_c_full.csv,1,single_source,0.66
rdr-kuleuven-be-dataverse,벨기에완료,418,824,api_oai_resumption,exact,406,,0.9187,757,1.36,824,capacity_final.csv,5,unchanged,1.36
regjeringen-no-en,Norway Ministries,187,,,unmeasured,,fetch_fail,0.3422,,,0,count_only_c_full.csv,0,single_source,0.0
reglementation-controle-asnr-fr-information,French Public Institutions,6,6,count_crawl,exact,0,,0.8333,3,0.01,6,capacity_final.csv,6,unchanged,0.01
regulation-govt-nz-about-us,뉴질랜드완료,247,312,count_crawl,exact,65,,0.9838,307,0.53,312,capacity_final.csv,6,unchanged,0.53
repo-lib-duth-gr-jspui,Greece Research Centers,7156,22040,api_oai_resumption,exact,14884,,0.7627,16810,72.0,22040,capacity_final.csv,2,unchanged,72.0
reports-nlr-nl-collections,Dutch Research Centers,18,1724,api_dspace_rest7,exact,1706,,1.0,995,4.84,1724,capacity_final.csv,2,unchanged,4.84
repositorio-uchile-cl-discover,Chile Research Centers,500,102175,api_oai_resumption,exact,101675,,0.994,101562,270.41,102175,capacity_final.csv,3,unchanged,270.41
repository-cern-search,Switzerland Research Centers,500,425,count_crawl,exact,-75,,0.998,424,5.77,52296,crawler_health_probe308.csv,4,corroborated,710.0
repository-lboro-ac-uk,영국완료,128,,,unmeasured,,zero_parsed,0.4375,,,129,count_only_c_full.csv,5,corroborated,0.38
repository-library-noaa-gov-view,American Research Institutes,812,417,count_timeout,lower_bound,-395,,0.9828,410,2.64,1293,count_only_c_full.csv,1,single_source,8.19
repository-naturalis-nl,Dutch Research Centers,9681,17309,big_api,exact,7628,,0.9997,17304,60.46,17309,capacity_final.csv,2,unchanged,60.46
repository-tno-nl-doclist,Dutch Research Centers,10508,13609,big_api,exact,3101,,0.2476,3370,4.44,13609,capacity_final.csv,2,unchanged,4.44
research-collection-ethz-ch-search,Switzerland Research Centers,459,303530,api_dspace_rest7,exact,303071,,0.9978,302869,1402.66,303530,capacity_final.csv,3,unchanged,1402.66
research-imt-nord-europe-fr-news,French Public Universities,56,347,api_wordpress_posts,exact,291,,0.1429,50,0.02,347,capacity_final.csv,2,unchanged,0.02
research-thea-ie-browse,Irish Research Centers,449,3103,api_oai_resumption,exact,2654,,0.9933,3082,0.01,3103,capacity_final.csv,2,unchanged,0.01
researchrepository-ul-ie-search,Irish Research Centers,400,13970,api_dspace_rest7,exact,13570,,0.9775,13656,32.27,13970,capacity_final.csv,2,unchanged,32.27
reseau-canope-fr-espace-presse,French Public Institutions,19,19,count_crawl,exact,0,,1.0,11,0.02,19,capacity_final.csv,11,unchanged,0.02
rfi-ac-uk-latest,영국완료,142,181,api_wordpress_posts,exact,39,,0.0,0,0.0,181,capacity_final.csv,2,unchanged,0.0
rigsrevisionen-dk-revisionssager,덴마크완료,590,457,count_timeout,lower_bound,-133,,1.0,457,0.31,695,count_only_c_full.csv,5,corroborated,0.47
rijksoverheid-nl-documenten,Netherland Ministries,274,,,unmeasured,,zero_parsed,0.2591,,,3,reverify44.csv,1,single_source,0.01
ris-bka-gv-at-ergebniswxe,오스트리아완료,507,585,count_timeout,lower_bound,78,,0.8974,525,0.03,7518,exact_probe.csv,1,single_source,0.39
rki-de-de,GER ResearchCenters(Unfinished),66,67,count_crawl,exact,1,,0.0606,4,0.01,67,capacity_final.csv,6,unchanged,0.01
rosap-ntl-bts-gov-cbrowse,American Research Institutes,562,100,api_html_count_regex,exact,-462,,0.9982,100,0.39,3960,big_totals.csv,1,single_source,15.44
ruomoplus-lib-uom-gr-simple-search,Greece Research Centers,500,,,unmeasured,,fetch_fail,0.978,,,1547,count_only_c_full.csv,1,single_source,4.59
saemangeum-go-kr-sda,한국완료,428,340,count_timeout,lower_bound,-88,,0.9883,336,0.06,727,count_only_c_full.csv,1,single_source,0.13
safefood-net-news,Irish Research Centers,31,29,count_crawl,exact,-2,,0.0,0,0.0,29,capacity_final.csv,3,unchanged,0.0
salute-gov-it-new,Italy Ministries,202,890,custom_api,exact,688,,0.0594,53,0.11,890,capacity_final.csv,3,unchanged,0.11
samr-gov-cn-zw,중국 완료,315,1,count_timeout,lower_bound,-314,,0.0095,0,0.0,283,html_only_ALL.csv,2,corroborated,0.0
sandia-gov-news,American Research Institutes,101,199,api_wordpress_posts,exact,98,,0.9703,193,2.53,199,capacity_final.csv,2,unchanged,2.53
sante-gouv-fr-ministere,France Ministries,145,64,count_timeout,lower_bound,-81,,0.8414,54,0.11,64,capacity_final.csv,5,unchanged,0.11
santepubliquefrance-fr-presse,French Public Institutions,624,225,count_timeout,lower_bound,-399,,0.8013,180,0.06,14000,big_totals.csv,1,single_source,3.73
sastind-gov-cn-n10086200,중국 완료,474,48,count_timeout,lower_bound,-426,,0.0,0,0.0,2943,count_only_c_full.csv,1,single_source,0.0
scaht-org-en,Switzerland Research Centers,641,,,unmeasured,,zero_parsed,0.0374,,,451,count_only_c_full.csv,1,single_source,1.34
science-astron-nl-science-astron,Dutch Research Centers,117,0,count_timeout,lower_bound,-117,,0.0,0,0.0,3,reverify44.csv,1,single_source,0.01
science-libraries-canada-ca-eng,Canadian Research Centers,31,0,count_timeout,lower_bound,-31,,0.5806,0,0.0,34,count_only_c_full.csv,7,corroborated,0.1
scourt-go-kr-portal,한국완료,982,541,count_timeout,lower_bound,-441,,0.0,0,0.0,3402,exact_probe.csv,1,single_source,0.0
scp-nl-publicaties,Dutch Research Centers,243,246,count_crawl,exact,3,,0.9794,241,0.49,285,count_only_totalscan.csv,3,corroborated,0.57
search-nal-usda-gov-discovery,USA Executive Departments,452,,,unmeasured,,zero_parsed,0.0022,,,422,count_only_totalscan.csv,3,corroborated,1.25
search-open-canada-ca-opendata,Canada Ministries,5287,5830,big_api,exact,543,,0.6652,3878,8.22,5830,capacity_final.csv,1,unchanged,8.22
search-worldcat-org-ko,USA Executive Departments,14,,,unmeasured,,fetch_fail,0.0,,,168,exact_probe.csv,1,single_source,0.5
secihti-mx-sala-de-prensa,Mexico Ministries,218,226,custom_api,exact,8,,0.8991,203,0.15,226,capacity_final.csv,4,unchanged,0.15
seco-admin-ch-seco,Switzerland Departments,479,,,unmeasured,,fetch_fail,0.0981,,,281,count_only_totals.csv,5,corroborated,0.83
seer-cancer-gov-report_to_nation,American Research Institutes,24,24,count_crawl,exact,0,,0.0417,1,0.0,24,capacity_final.csv,11,unchanged,0.0
sejong-go-kr-bbs,한국완료,500,550,count_timeout,lower_bound,50,,0.008,4,0.0,48273,exact_probe.csv,1,single_source,0.0
sfi-ch-en,Switzerland Research Centers,288,280,count_timeout,lower_bound,-8,,0.0,0,0.0,961,count_only_c_full.csv,1,single_source,0.0
sgu-se-en,스웨덴 완료,54,54,count_crawl,exact,0,,0.3148,17,0.3,54,capacity_final.csv,6,unchanged,0.3
si-re-kr-bbs,한국완료,501,,,unmeasured,,zero_parsed,0.7325,,,740,count_only_c_full.csv,1,single_source,2.2
sib-swiss-community,Switzerland Research Centers,391,29,count_timeout,lower_bound,-362,,0.0,0,0.0,391,count_only_c_full.csv,5,corroborated,0.0
sib-swiss-training,Switzerland Research Centers,74,67,count_crawl,exact,-7,,0.0,0,0.0,67,capacity_final.csv,11,unchanged,0.0
simula-no-publications,Norway Research Centers,73,,,unmeasured,,fetch_fail,0.1644,,,143,count_only_totalscan.csv,3,corroborated,0.42
sintef-no-en,Norway Research Centers,141,0,count_timeout,lower_bound,-141,,0.1773,0,0.0,1932,count_only_c_full.csv,1,single_source,5.73
siseministeerium-ee-otsing,Estonia Ministries,20,10,count_timeout,lower_bound,-10,,0.0,0,0.0,2503,crawler_health_probe308.csv,3,corroborated,0.0
skillsdevelopmentscotland-co-uk-publications-statist,영국완료,488,487,count_crawl,exact,-1,,0.9529,464,0.35,487,capacity_final.csv,11,unchanged,0.35
skm-dk-aktuelt,덴마크완료,457,449,count_timeout,lower_bound,-8,,0.2823,127,0.11,556,exact_probe.csv,2,corroborated,0.14
sm-dk-publikationer,덴마크완료,354,354,count_crawl,exact,0,,0.9463,335,0.91,354,capacity_final.csv,8,unchanged,0.91
sm-ee-otsing,Estonia Ministries,158,20,count_timeout,lower_bound,-138,,0.0,0,0.0,348,count_only_c_full.csv,5,corroborated,0.0
socialstyrelsen-se-en,스웨덴 완료,127,,,unmeasured,,fetch_fail,1.0,,,2,big_totals.csv,1,single_source,0.01
sodha-be-dataverse,벨기에완료,152,211,api_oai_resumption,exact,59,,0.8158,172,0.88,211,capacity_final.csv,5,unchanged,0.88
sonar-ch-global,Switzerland Research Centers,5462,309727,big_api,exact,304265,,0.9949,308139,1253.14,309727,capacity_final.csv,2,unchanged,1253.14
sozialministerium-gv-at-services,오스트리아완료,206,1,count_timeout,lower_bound,-205,,0.9806,1,0.0,65,count_only_c_full.csv,5,corroborated,0.0
spo-go-kr-site,한국완료,227,227,count_crawl,exact,0,,0.467,106,0.14,227,capacity_final.csv,6,unchanged,0.14
srnl-gov-newsroom,American Research Institutes,88,89,api_wordpress_news-releases,exact,1,,1.0,89,0.02,89,capacity_final.csv,2,unchanged,0.02
stami-no-en,Norway Research Centers,337,1661,api_wordpress_publication,exact,1324,,0.0,0,0.0,1661,capacity_final.csv,2,unchanged,0.0
stat-inst-se-om-sis,스웨덴 완료,69,,,unmeasured,,zero_parsed,1.0,,,1,exact_probe.csv,1,single_source,0.0
state-gov-department-reports,USA Executive Departments,10,1,count_timeout,lower_bound,-9,,0.0,1,0.01,10,count_only_c_full.csv,5,corroborated,0.1
state-gov-press-releases,USA Executive Departments,30,2192,api_wordpress_state_press_release,exact,2162,,0.0,0,0.0,2192,capacity_final.csv,2,unchanged,0.0
state-gwd-go-kr-portal,한국완료,614,46,count_timeout,lower_bound,-568,,1.0,46,0.09,8333,exact_probe.csv,1,single_source,16.3
statistischebibliothek-de-mir,독일완료,384,100,count_crawl,exact,-284,,0.9922,99,0.59,1476,count_only_totalscan.csv,3,corroborated,8.71
stats-govt-nz-indicators,뉴질랜드완료,109,109,count_crawl,exact,0,,0.0,0,0.0,109,capacity_final.csv,5,unchanged,0.0
stats-govt-nz-publications,뉴질랜드완료,87,,,unmeasured,,error,0.0,,,3,crawler_health_probe.csv,1,single_source,0.01
stepi-re-kr-site,한국완료,570,458,count_timeout,lower_bound,-112,,0.0,0,0.0,1368,count_only_c_full.csv,1,single_source,0.0
swisspeace-ch-publications,Switzerland Research Centers,304,,,unmeasured,,error,0.7467,,,305,count_only_c_full.csv,5,corroborated,0.9
swisspolar-ch-expeditions,Switzerland Research Centers,94,101,custom_api,exact,7,,0.0106,1,0.0,101,capacity_final.csv,3,unchanged,0.0
swisstph-ch-en,Switzerland Research Centers,1087,332,count_timeout,lower_bound,-755,,0.0,0,0.0,15000,big_totals.csv,1,single_source,0.0
telemarksforsking-no-publikasjoner,Norway Research Centers,280,,,unmeasured,,zero_parsed,0.0036,,,280,count_only_c_full.csv,1,single_source,0.83
tigta-gov-reports,USA Executive Departments,133,,,unmeasured,,fetch_fail,1.0,,,1,exact_probe.csv,1,single_source,0.0
toi-no-publications,Norway Research Centers,470,16,count_timeout,lower_bound,-454,,0.217,3,0.01,569,count_only_c_full.csv,1,single_source,0.36
transformation-gouv-fr-espace-presse,France Ministries,211,428,custom_api,exact,217,,1.0,428,0.21,428,capacity_final.csv,3,unchanged,0.21
transparency-gov-au-publications,호주완료,2694,2693,count_crawl,lower_bound,-1,,0.5182,1395,4.47,2693,capacity_final.csv,1,unchanged,4.47
transport-govt-nz-documents-and-public,뉴질랜드완료,3,3,count_timeout,lower_bound,0,,0.0,2,0.01,3,capacity_final.csv,1,unchanged,0.01
transportation-gov-newsroom,USA Executive Departments,205,290,count_crawl,exact,85,,0.1024,30,0.07,290,capacity_final.csv,2,unchanged,0.07
transportes-gob-es-el-ministerio,Spain Ministries,288,10,count_crawl,exact,-278,,0.9896,10,0.0,500,count_only_c_full.csv,1,single_source,0.0
treasury-gov-au-publication,호주완료,651,438,count_timeout,lower_bound,-213,,0.6912,303,0.42,1039,count_only_c_full.csv,1,single_source,1.0
treasury-govt-nz-publications,뉴질랜드완료,245,,,unmeasured,,,0.8,,,817,count_only_c_full.csv,1,single_source,2.42
trm-dk-nyheder,덴마크완료,404,,,unmeasured,,zero_parsed,0.2327,,,331,html_only_ALL.csv,2,corroborated,0.98
